13 : 茉伶 : ['凶', '吉', '大吉', '大吉', '大吉', '大吉']
8 : 星柚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 星春 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 星咲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 星香 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 星結 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 星紀 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 星温 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 信陽 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 信柚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 信春 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 信咲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 信香 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 信結 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 信紀 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 信温 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 伸里 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 伸里 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 伸希 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 伸希 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 伸花 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 伸花 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 勝朱 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 勝朱 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 初里 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 初希 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 初花 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 春翔 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春洸 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春玲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春亮 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春律 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春嵐 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春陽 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春要 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春要 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春要 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春洋 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春揚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春雄 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春裕 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春勇 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春勇 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春満 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春富 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春飛 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春発 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春博 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春統 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春登 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春貞 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春尊 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春則 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春創 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春星 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春信 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春勝 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春勝 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春俊 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春荒 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春洪 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春恒 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春建 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春堅 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春喬 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春貴 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春揮 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春活 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春活 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春覚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春凱 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春海 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春詠 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春瑛 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春栄 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春雲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春胤 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春威 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春偉 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春偉 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春偉 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 春偉 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 俊陽 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 俊柚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 俊春 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 俊咲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 俊香 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 俊結 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 俊紀 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 俊温 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 秀里 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 秀里 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 秀希 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 秀希 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 秀花 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 秀花 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 朱翔 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱嵐 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱陽 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱揚 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱雄 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱裕 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱満 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱富 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱博 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱統 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱登 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱尊 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱創 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱勝 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱勝 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱堅 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱喬 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱貴 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱揮 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱覚 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱凱 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱詠 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱瑛 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱雲 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱偉 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱偉 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱偉 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 朱偉 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 志里 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 志希 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 志花 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 咲翔 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲洸 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲玲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲亮 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲律 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲嵐 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲陽 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲要 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲要 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲要 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲洋 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲揚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲雄 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲裕 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲勇 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲勇 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲満 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲富 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲飛 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲発 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲博 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲統 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲登 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲貞 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲尊 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲則 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲創 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲星 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲信 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲勝 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲勝 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲俊 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲荒 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲洪 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲恒 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲建 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲堅 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲喬 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲貴 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲揮 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲活 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲活 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲覚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲凱 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲海 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲詠 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲瑛 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲栄 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲雲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲胤 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲威 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲偉 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲偉 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲偉 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 咲偉 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 冴里 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 冴希 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 冴花 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 克里 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 克希 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 克花 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 香翔 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香洸 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香玲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香亮 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香律 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香嵐 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香陽 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香要 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香要 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香要 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香洋 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香揚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香雄 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香裕 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香勇 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香勇 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香満 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香富 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香飛 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香発 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香博 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香統 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香登 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香貞 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香尊 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香則 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香創 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香星 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香信 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香勝 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香勝 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香俊 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香荒 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香洪 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香恒 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香建 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香堅 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香喬 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香貴 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香揮 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香活 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香活 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香覚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香凱 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香海 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香詠 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香瑛 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香栄 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香雲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香胤 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香威 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香偉 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香偉 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香偉 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 香偉 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 荒陽 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 荒柚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 荒春 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 荒咲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 荒香 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 荒結 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 荒紀 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 荒温 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 洪陽 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 洪柚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 洪春 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 洪咲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 洪香 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 洪結 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 洪紀 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 洪温 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 恒陽 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 恒柚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 恒春 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 恒咲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 恒香 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 恒結 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 恒紀 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 恒温 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 宏里 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 宏希 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 宏花 : ['凶', '大吉', '凶', '大吉', '吉', '吉']
8 : 光陽 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 光結 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 光温 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 建陽 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 建柚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 建春 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 建咲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 建香 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 建結 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 建紀 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 建温 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 堅朱 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 結百 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 結百 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 結凪 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 結壮 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 結壮 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 結光 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 結圭 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 結匡 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 結宇 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 結宇 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 結旭 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 圭陽 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 圭結 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 圭温 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 喬朱 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 匡陽 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 匡結 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 匡温 : ['凶', '大吉', '吉', '吉', '吉凶混合', '吉凶混合']
8 : 貴朱 : ['凶', '吉', '吉', '大吉', '吉凶混合', '吉凶混合']
8 : 紀翔 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀洸 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀玲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀亮 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀律 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀嵐 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀陽 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀要 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀要 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀要 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀洋 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀揚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀雄 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀裕 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀勇 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀勇 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀満 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀富 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀飛 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀発 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀博 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀統 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀登 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀貞 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀尊 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀則 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀創 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀星 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀信 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀勝 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀勝 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀俊 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀荒 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀洪 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀恒 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀建 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀堅 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀喬 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀貴 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀揮 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀活 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀活 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀覚 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀凱 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀海 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀詠 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀瑛 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀栄 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀雲 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀胤 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
8 : 紀威 : ['凶', '吉', '吉', '吉', '吉凶混合', '吉']
