13 : 茉良 : ['凶', '吉', '大吉', '大吉', '大吉', '大吉']
7 : 柚縁 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 柚衛 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 柚影 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 優良 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優里 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優里 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優李 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優佑 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優那 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優灯 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優妥 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優西 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優成 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優成 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優伸 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優寿 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優朱 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優志 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優沙 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優佐 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優孝 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優好 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優光 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優光 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優亨 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優吉 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優希 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優希 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優希 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優花 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優花 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優花 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 優羽 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優宇 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優安 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優旭 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 優旭 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 佑優 : ['凶', '大吉', '大吉', '凶', '特殊格', '吉']
7 : 愉梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 愉菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 夜夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 夜太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 明夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 明太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 岬夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 岬太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 満梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 満梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 満菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 満菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 朋夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 朋太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 苗夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 苗太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 斐梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 斐菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 波夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 波太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 熱茉 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 熱和 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 熱柚 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 熱春 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 熱朱 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 熱実 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 熱咲 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 熱香 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 熱紀 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 熱果 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 那優 : ['凶', '大吉', '大吉', '凶', '特殊格', '吉']
7 : 敦梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 敦菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 等梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 等菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 灯莉 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 灯茉 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 灯和 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 灯優 : ['凶', '大吉', '吉', '凶', '吉', '吉']
7 : 灯実 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 灯恵 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 灯果 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 長夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 長太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 朝梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 朝梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 朝菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 朝菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 忠夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 忠太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 宙夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 宙太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 妥優 : ['凶', '大吉', '大吉', '凶', '特殊格', '吉']
7 : 尊梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 尊菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 善梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 善菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 西莉 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 西茉 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 西和 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 西優 : ['凶', '大吉', '吉', '凶', '吉', '吉']
7 : 西実 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 西恵 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 西果 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 晴梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 晴菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 成莉 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 成莉 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 成茉 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 成茉 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 成和 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 成和 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 成優 : ['凶', '大吉', '吉', '凶', '吉', '吉']
7 : 成優 : ['凶', '大吉', '吉', '凶', '吉', '吉']
7 : 成実 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 成実 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 成恵 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 成恵 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 成果 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 成果 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 伸優 : ['凶', '大吉', '大吉', '凶', '特殊格', '吉']
7 : 松夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 松太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 晶梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 晶梨 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 晶菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 晶菜 : ['凶', '吉', '吉', '凶', '吉', '大吉']
7 : 昌夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 昌夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 昌夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 昌太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 昌太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 昌太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 尚夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 尚太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 潤茉 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 潤和 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 潤柚 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 潤春 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 潤朱 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 潤実 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 潤咲 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 潤香 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 潤紀 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 潤果 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 春澪 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 春璃 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春頼 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 春熱 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春篤 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 春燈 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 春潤 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春賛 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春賛 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春憩 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 春慶 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春慶 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春薫 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 春誼 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春輝 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春輝 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春輝 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春嬉 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春歓 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春縁 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 春衛 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 春影 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 寿優 : ['凶', '大吉', '大吉', '凶', '特殊格', '吉']
7 : 朱晏 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱侑 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱和 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱和 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱浪 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱朗 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱朗 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱恋 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱恋 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱嶺 : ['凶', '大吉', '吉', '凶', '吉', '吉']
7 : 朱璃 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱容 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱優 : ['凶', '大吉', '吉', '凶', '吉', '吉']
7 : 朱夜 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱明 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱岬 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱朋 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱苗 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱姫 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱波 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱熱 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱長 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱忠 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱宙 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱泰 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱泰 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱祥 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱松 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱昌 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱昌 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱昌 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱尚 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱純 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱潤 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱峻 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱珠 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱若 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱賛 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱賛 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱燦 : ['凶', '大吉', '吉', '凶', '吉', '吉']
7 : 朱桜 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱桜 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱晃 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱幸 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱幸 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱倖 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱慶 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱慶 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱恵 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱欣 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱協 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱京 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱鞠 : ['凶', '大吉', '吉', '凶', '吉', '吉']
7 : 朱誼 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱宜 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱輝 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱輝 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱輝 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱嬉 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱環 : ['凶', '大吉', '吉', '凶', '吉', '吉']
7 : 朱歓 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱岳 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱浬 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱芽 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱霞 : ['凶', '大吉', '吉', '凶', '吉', '吉']
7 : 朱華 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱河 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱果 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱夏 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱佳 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱佳 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱旺 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱旺 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱縁 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱延 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱悦 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 朱影 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 朱依 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 朱依 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 若夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 若太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 実壽 : ['凶', '吉', '凶', '吉', '大吉', '吉']
7 : 実瑠 : ['凶', '吉', '凶', '吉', '大吉', '吉']
7 : 実璃 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実予 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 実木 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 実輔 : ['凶', '吉', '凶', '吉', '大吉', '吉']
7 : 実熱 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実寧 : ['凶', '吉', '凶', '吉', '大吉', '吉']
7 : 実天 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 実丹 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 実水 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 実仁 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 実心 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 実彰 : ['凶', '吉', '凶', '吉', '大吉', '吉']
7 : 実潤 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実賛 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実賛 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実慶 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実慶 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実誼 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実輝 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実輝 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実輝 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実嬉 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実歓 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実火 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 実火 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 実嘉 : ['凶', '吉', '凶', '吉', '大吉', '吉']
7 : 実嘉 : ['凶', '吉', '凶', '吉', '大吉', '吉']
7 : 実縁 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 実円 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 実影 : ['凶', '吉', '吉', '大吉', '吉', '凶']
7 : 志優 : ['凶', '大吉', '大吉', '凶', '特殊格', '吉']
7 : 賛茉 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 賛茉 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 賛和 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 賛和 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 賛柚 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 賛柚 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 賛春 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 賛春 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 賛朱 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 賛朱 : ['凶', '大吉', '吉', '大吉', '吉凶混合', '凶']
7 : 賛実 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 賛実 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 賛咲 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 賛咲 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 賛香 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 賛香 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 賛紀 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 賛紀 : ['凶', '大吉', '大吉', '吉', '特殊格', '凶']
7 : 賛果 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 賛果 : ['凶', '大吉', '吉', '吉', '吉', '凶']
7 : 燦里 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 燦朱 : ['凶', '凶', '吉', '大吉', '吉', '吉']
7 : 燦希 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 燦花 : ['凶', '凶', '大吉', '大吉', '特殊格', '吉']
7 : 山夫 : ['凶', '凶', '吉', '大吉', '大吉', '吉凶混合']
7 : 山太 : ['凶', '凶', '吉', '大吉', '大吉', '吉凶混合']
7 : 咲澪 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 咲璃 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲頼 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 咲熱 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲篤 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 咲燈 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 咲潤 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲賛 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲賛 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲憩 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 咲慶 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲慶 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲薫 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 咲誼 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲輝 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲輝 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲輝 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲嬉 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲歓 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲縁 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 咲衛 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 咲影 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 沙優 : ['凶', '大吉', '大吉', '凶', '特殊格', '吉']
7 : 佐優 : ['凶', '大吉', '大吉', '凶', '特殊格', '吉']
7 : 香澪 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 香璃 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香頼 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 香熱 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香篤 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 香燈 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 香潤 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香賛 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香賛 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香憩 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 香慶 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香慶 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香薫 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 香誼 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香輝 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香輝 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香輝 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香嬉 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香歓 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香縁 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 香衛 : ['凶', '吉', '吉', '吉', '凶', '大吉']
7 : 香影 : ['凶', '吉', '大吉', '大吉', '特殊格', '凶']
7 : 幸夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 幸夫 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 幸太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 幸太 : ['凶', '吉', '凶', '大吉', '吉', '吉']
7 : 孝優 : ['凶', '大吉', '大吉', '凶', '特殊格', '吉']
7 : 好莉 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 好茉 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 好和 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 好優 : ['凶', '大吉', '吉', '凶', '吉', '吉']
7 : 好実 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 好恵 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 好果 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 光莉 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 光莉 : ['凶', '大吉', '大吉', '凶', '吉', '吉凶混合']
7 : 光茉 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 光茉 : ['凶', '大吉', '凶', '吉', '吉', '吉']
7 : 光和 : ['凶', '大吉', '凶', '吉', '吉', '吉']
